bed_center_elev,bed_thickness
247.1332166,0.004922683
248.304873,0.004922683
249.8075323,0.004922683
249.9581363,0.301207858
250.3784752,0.539470056
250.8233153,0.350210215
251.1235645,0.250288066
251.354838,0.21225901
251.5490656,0.176196073
251.7897956,0.305264051
252.0615588,0.238262198
252.3709541,0.38052843
252.8324864,0.542536149
253.3679458,0.528382696
253.7726303,0.280986263
253.9827599,0.139272946
254.2737026,0.442612621
254.7188988,0.447779667
255.4306553,0.975733253
255.9185219,0.004922683
256.5747194,0.004922683
256.5747194,0.004922683
256.7662605,0.004922683
257.0643136,0.596106165
257.5516545,0.378575504
257.8669838,0.252083221
258.1305595,0.275068115
258.5435373,0.550887432
258.879523,0.121084075
259.020287,0.16044388
259.1598491,0.118680427
259.2917497,0.145120601
259.4236502,0.118680427
259.6319418,0.297902818
259.8650211,0.168255785
260.0389856,0.179673112
260.1955986,0.133553034
260.3581457,0.191541159
,
,
,
,
262.2717547,0.135956682
262.4253632,0.171260344
262.6010553,0.180123832
262.8786773,0.375120223
263.1671158,0.201756711
263.4581081,0.380227999
263.8081402,0.319836177
264.1654584,0.394800175
264.6240305,0.522344041
264.9913388,0.212272646
265.146675,0.098399612
265.2622757,0.132801882
265.4330854,0.208817414
265.601942,0.12889593
265.719646,0.106511899
265.8173695,0.088935213
265.931468,0.139261722
266.0510498,0.099901868
266.147271,0.092540635
266.253858,0.120633403
266.3828291,0.137308697
266.4965697,0.090172529
266.622387,0.161462137
266.7581902,0.11014415
266.9041603,0.181796117
267.0584778,0.126838938
267.2059748,0.168154968
267.3684401,0.156775694
267.6030232,0.312390471
267.87837,0.238303203
,
,
,
268.9525399,0.213132934
269.1112451,0.104277444
,
,
,
269.7103779,0.120557594
270,0.45868656
